manufacturer,name,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,report_date,sources,sources_hash,gwp_error_ratio,gwp_manufacturing_ratio,weight,assembly_location,screen_size,server_type,hard_drive,memory,number_cpu,height,added_date,add_method,gwp_transport_ratio,,,,,,,,Annual Emission,Daily Emissions
Dell,Latitude 5520,Workplace,Laptop,324,0.151,23.35,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-5520-pcf-datasheet.pdf,fe3b3af1eafd1ec347d34c580a0770fb,0.1975,0.807,1.8256,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,81,0.221917808
Dell,Latitude 5521,Workplace,Laptop,379,0.136,24.92,4,EU,21-May,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-5521-pcf-datasheet.pdf,6c8dd93e5c07b8c260f8b58f2293d73f,0.2032,0.828,1.79,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,94.75,0.259589041
Dell,Latitude 5530,Workplace,Laptop,364,0.139,25.21,4,EU,22-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-5530-pcf-datasheet.pdf,5055668673dddb86c212e1050b982291,0.195,0.821,1.78,China,15,,,,,,8/9/2022,Dell Auto Parser,0.035,0.004,,,,,,,91,0.249315068
Dell,Latitude 5531,Workplace,Laptop,373,0.141,25.98,4,EU,22-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-5531-pcf-datasheet.pdf,dc8a7474191cd5c33fe9012620da72aa,0.212,0.82,1.792,China,15,,,,,,8/9/2022,Dell Auto Parser,0.034,0.004,,,,,,,93.25,0.255479452
Dell,Latitude 5550,Workplace,Laptop,259,0.134,16.415,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5550.pdf,cdafd5c7435ac0e6f830d97cf263597d,0.2278,0.804,2.144,CN,15,,,,,,1/11/2020,Initial Parsing,,,,,,,,,64.75,0.17739726
Dell,Latitude 5580,Workplace,Laptop,299,0.174,29.06,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5580.pdf,62b844e43ac006f9083f592b74051c0c,0.2007,0.78,2.17,CN,15,,,,,,1/11/2020,Initial Parsing,,,,,,,,,74.75,0.204794521
Dell,Latitude 5590,Workplace,Laptop,271,0.222,28.55,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5590.pdf,c51aac8b8b3a47c87e00fb38dc47b396,0.1993,0.722,1.88,CN,15,,,,,,1/11/2020,Initial Parsing,,,,,,,,,67.75,0.185616438
Dell,Latitude 5591,Workplace,Laptop,305,0.162,27.56,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-5591.pdf,40fbb9706573d3b5e5025bed147ab5de,0.2066,0.796,1.934,CN,15,,,,,,1/11/2020,Initial Parsing,,,,,,,,,76.25,0.20890411
Dell,Latitude 7200 2-in-1,Workplace,Laptop,314,0.08,11.98,4,EU,19-Jun,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7200-2-in-1.pdf,0488da7325253f145ac7d9dd71f91ae3,0.2357,0.884,1.35,China,12,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,78.5,0.215068493
Dell,Latitude 7210 2-in-1,Workplace,Laptop,305,0.091,13.22,4,EU,20-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7210-2-in-1-pcf-datasheet.pdf,c50327db2c14eb71d67919fd750de75d,0.223,0.874,0.935,China,12,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,76.25,0.20890411
Dell,Latitude 7220 Rugged Extreme,Workplace,Laptop,95,0.198,17.68,2,EU,21-Jul,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7220-rugged-extreme-pcf-datasheet.pdf,43a40b4c37ea0b0439fcf605b0a0af8a,0.411,0.634,1.3,Asia,12,,,,,,14-09-2022,Dell Auto Parser,0.158,0.01,,,,,,,47.5,0.130136986
Dell,Latitude 7280,Workplace,Laptop,222,0.154,18.3,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7280.pdf,2d92290e135ea696122b75f79be67b6d,0.2072,0.8,1.56,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,55.5,0.152054795
Dell,Latitude 7285,Workplace,Laptop,282,0.128,20.4,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7285.pdf,56a9ee29a88707319d86aac928fe251c,0.1738,0.852,0.7,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,70.5,0.193150685
Dell,Latitude 7290,Workplace,Laptop,209,0.141,17.5,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7290.pdf,461b52c9cad235768e43c7e4171899cb,0.2153,0.824,1.19,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,52.25,0.143150685
Dell,Latitude 7300,Workplace,Laptop,323,0.131,20.34,4,EU,19-Jun,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7300.pdf,472339d0e8a84309c7b2666d7e04080a,0.195,0.836,1.36,China,13,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,80.75,0.221232877
Dell,Latitude 7310 2-IN-1,Workplace,Laptop,326,0.108,16.87,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7310-2-in-1.pdf,9fa024676868b99eeef090ea247611cf,0.2393,0.86,1.343,China,13,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,81.5,0.223287671
Dell,Latitude 7310,Workplace,Laptop,328,0.11,17.28,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7310.pdf,0ff54f870a7ee004dbdd3e71efe01122,0.2348,0.858,1.343,China,13,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,82,0.224657534
Dell,Latitude 7320 2-IN-1,Workplace,Laptop,333,0.111,17.65,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7320-2-in-1.pdf,cdd6861733fa721a31d9964c1ad46c2f,0.2282,0.856,1.46,China,13,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,83.25,0.228082192
Dell,Latitude 7320 Detachable,Workplace,Laptop,82,0.16,12.59,2,EU,21-Jul,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7320-detachable-pcf-datasheet.pdf,2cff02ccae41c990c2aa3bb8c8157873,0.439,0.744,0.789,Asia,13,,,,,,7/4/2022,Dell Auto Parser,0.09,0.006,,,,,,,41,0.112328767
Dell,Latitude 7320,Workplace,Laptop,336,0.126,20.4,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7320.pdf,00023f69bc505cf720ec909da81c58f1,0.2202,0.841,1.46,China,13,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,84,0.230136986
Dell,Latitude 7330 2-in-1,Workplace,Laptop,296,0.104,15.32,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7330-2-in-1-pcf-datasheet.pdf,5072a3a3481b1eba46db50091ad418d1,0.206,0.862,1.36,China,13,,,,,,8/9/2022,Dell Auto Parser,0.03,0.004,,,,,,,74,0.202739726
Dell,Latitude 7330 Rugged Extreme,Workplace,Laptop,348,0.105,18.23,4,EU,22-Jun,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7330-rugged-extreme-pcf-datasheet.pdf,3e13effe504919720f4b4353d3f782d5,0.184,0.841,2.52,China,13,,,,,,14-09-2022,Dell Auto Parser,0.048,0.005,,,,,,,87,0.238356164
Dell,Latitude 7330,Workplace,Laptop,277,0.126,17.51,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7330-pcf-datasheet.pdf,7d31184bd00807e908afe2b39c68235a,0.202,0.846,0.967,China,13,,,,,,8/9/2022,Dell Auto Parser,0.025,0.003,,,,,,,69.25,0.189726027
Dell,Latitude 7350,Workplace,Laptop,297,0.053,7.4,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7350.pdf?newtab=true,69df8baeaf3409d7b9c6ea7330e6b66b,0.185,0.903,1.674,China,13,,,,,,14-09-2022,Dell Auto Parser,,,,,,,,,74.25,0.203424658
Dell,Latitude 7370,Workplace,Laptop,288,0.151,24.455,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7370.pdf?newtab=true,f5ad0a5b42e48f3559a8824fc91b7593,0.177,0.822,1.12,China,13,,,,,,14-09-2022,Dell Auto Parser,,,,,,,,,72,0.197260274
Dell,Latitude 7380,Workplace,Laptop,259,0.179,24.45,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7380.pdf,3f3bd87b8776701fb2f8a37896eefe00,0.1931,0.779,1.56,CN,13,,,,,,1/11/2020,Initial Parsing,,,,,,,,,64.75,0.17739726
Dell,Latitude 7389 2-in-1,Workplace,Laptop,289,0.166,25,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7389.pdf,1010ded22957c00d73ab52dffb85e42f,0.1799,0.798,1.45,CN,13,,,,,,1/11/2020,Initial Parsing,,,,,,,,,72.25,0.197945205
Dell,Latitude 7390 2-in-1,Workplace,Laptop,332,0.124,21.4,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390-2.pdf,53962964c01dd7f5a9d71058b500c481,0.1596,0.844,1.45,CN,13,,,,,,1/11/2020,Initial Parsing,,,,,,,,,83,0.22739726
Dell,Latitude 7390,Workplace,Laptop,222,0.121,15.85,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7390.pdf,c62de57fa7754bc3a21e2b9f8175f748,0.1892,0.843,1.19,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,55.5,0.152054795
Dell,Latitude 7400 2-in-1,Workplace,Laptop,351,0.072,12.02,4,EU,19-Jun,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7400-2-in-1.pdf,a504d2272b69d52febe41220158ad0bb,0.2678,0.898,1.36,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,87.75,0.240410959
Dell,Latitude 7400,Workplace,Laptop,320,0.119,18.18,4,EU,19-Jun,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7400.pdf,6fa2fd3c4424852d8e57a85862c89d65,0.2031,0.844,1.54,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,80,0.219178082
Dell,Latitude 7410 2-in-1 Chromebook Enterprise,Workplace,Laptop,463,0.05,11.04,4,EU,20-Aug,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7410-2-in-1-chromebook-enterprise-word-pcf-datasheet.pdf,be82c75c786375f05398234bda5b8597,0.2246,0.923,1.63,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,115.75,0.317123288
Dell,Latitude 7410 2-in-1,Workplace,Laptop,338,0.092,15.68,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7410-2-in-1.pdf,dcdf73a502aec8ec87966c696e8fdc8e,0.2426,0.87,1.374,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,84.5,0.231506849
Dell,Latitude 7410 Chromebook Enterprise,Workplace,Laptop,454,0.063,13.8,4,EU,20-Aug,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7410-chromebook-enterprise-word-pcf-datasheet.pdf,571b795d6c0bec388f12cc909c9076a0,0.2203,0.91,1.52,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,113.5,0.310958904
Dell,Latitude 7410,Workplace,Laptop,329,0.108,17.1,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7410.pdf,184f3a0f7e7ff2ed3828da1a7f9207a8,0.234,0.858,1.374,China,14,,,,,,8/9/2022,Dell Auto Parser,,,,,,,,,82.25,0.225342466
Dell,Latitude 7420 2-in-1,Workplace,Laptop,353,0.105,17.57,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7420-2-in-1.pdf,079ccb1310d776a3c686f1175004c795,0.238,0.862,1.52,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,88.25,0.241780822
Dell,Latitude 7420,Workplace,Laptop,341,0.106,17.14,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7420.pdf,31224f39b71e2916e2328a3a651e7357,0.2375,0.859,1.52,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,85.25,0.233561644
Dell,Latitude 7430 2-in-1,Workplace,Laptop,359,0.095,16.78,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7430-2-in-1-pcf-datasheet.pdf,e20e7137483e810ff92e7cb4cf0a1221,0.223,0.877,1.35,China,14,,,,,,8/9/2022,Dell Auto Parser,0.025,0.003,,,,,,,89.75,0.245890411
Dell,Latitude 7430,Workplace,Laptop,286,0.119,17.25,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7430-pcf-datasheet.pdf,43eb2a983d2bb61adc30739e51d594bc,0.206,0.848,1.22,China,14,,,,,,8/9/2022,Dell Auto Parser,0.029,0.004,,,,,,,71.5,0.195890411
Dell,Latitude 7480,Workplace,Laptop,249,0.174,24.99,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7480.pdf,94d0dd5f03bb7dcbff9107f28f0b936f,0.2048,0.782,1.88,CN,14,,,,,,1/11/2020,Initial Parsing,,,,,,,,,62.25,0.170547945
Dell,Latitude 7490,Workplace,Laptop,241,0.126,17.4,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-7490.pdf,160c5fd7c111440dc4510448223d1d03,0.2199,0.835,1.4,CN,14,,,,,,1/11/2020,Initial Parsing,,,,,,,,,60.25,0.165068493
Dell,Latitude 7520,Workplace,Laptop,364,0.13,22.51,4,EU,21-Jan,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-7520.pdf,debe328179875bd1b7be6dcda0ce9831,0.2363,0.833,1.86,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,91,0.249315068
Dell,Latitude 7530,Workplace,Laptop,314,0.144,22.51,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-7530-pcf-datasheet.pdf,3850e049012211c422ff5f5f7ab3b29e,0.197,0.82,1.54,China,14,,,,,,8/9/2022,Dell Auto Parser,0.032,0.004,,,,,,,78.5,0.215068493
Dell,Latitude 9330,Workplace,Laptop,372,0.072,14.16,4,EU,22-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-9330-pcf-datasheet.pdf,070feda5115165768299c4e15f82075b,0.226,0.889,1.27,China,13,,,,,,8/9/2022,Dell Auto Parser,0.034,0.004,,,,,,,93,0.254794521
Dell,Latitude 9410 2-in-1,Workplace,Laptop,357,0.081,13.92,4,EU,20-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9410-2-in-1-pcf-datasheet.pdf,dad8c3c3741d077fc1583785452d5ca7,0.2213,0.883,1.8,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,89.25,0.244520548
Dell,Latitude 9420 2-in-1,Workplace,Laptop,350,0.072,12.44,4,EU,21-Apr,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9420-2-in-1-pcf-datasheet.pdf,0bf1d33e2883a70f33fff8b57b00ad62,0.2629,0.897,1.33,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,87.5,0.239726027
Dell,Latitude 9420,Workplace,Laptop,344,0.068,11.15,4,EU,21-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9420-pcf-datasheet.pdf,9f92590c9f05eb9281d9a8e4a5d29a19,0.2558,0.901,1.33,China,14,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,86,0.235616438
Dell,Latitude 9430 2-in-1,Workplace,Laptop,380,0.062,11.85,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-9430-2-in-1-pcf-datasheet.pdf,003fb4c645d7ad6ff5c28706d4572964,0.237,0.9,1.44,China,14,,,,,,8/9/2022,Dell Auto Parser,0.034,0.004,,,,,,,95,0.260273973
Dell,Latitude 9430,Workplace,Laptop,375,0.053,10.22,4,EU,22-Mar,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/dell-latitude-9430-pcf-datasheet.pdf,fafa34788202cd86e017e0c8bcbf528c,0.237,0.91,1.29,China,14,,,,,,8/9/2022,Dell Auto Parser,0.033,0.004,,,,,,,93.75,0.256849315
Dell,Latitude 9510 2-in-1,Workplace,Laptop,482,0.057,13.1,4,EU,20-May,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9510-2-in-1.pdf,2cbfcb8c76c251d71b4228661222b9fa,0.222,0.91,1.705,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,120.5,0.330136986
Dell,Latitude 9510,Workplace,Laptop,482,0.057,13.1,4,EU,20-May,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9510.pdf,64a84ed0af7c2b15b6af4f3c269fa790,0.222,0.91,1.705,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,120.5,0.330136986
Dell,Latitude 9520 2-in-1,Workplace,Laptop,361,0.097,16.68,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9520-2-in-1-pcf-datasheet.pdf,6229d99b4d9ab8fe41ae0d3c3c2b2ac1,0.2438,0.872,1.4,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,90.25,0.247260274
Dell,Latitude 9520,Workplace,Laptop,367,0.111,19.5,4,EU,21-Feb,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-9520-pcf-datasheet.pdf,cfc623487ddf1c63037b31d2582e52b5,0.248,0.858,1.4,China,15,,,,,,7/4/2022,Dell Auto Parser,0,0,,,,,,,91.75,0.251369863
Dell,Latitude E5270,Workplace,Laptop,240,0.181,19.83,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-e5270.pdf?newtab=true,ed2afeb6e2b4e68d57f9412b54af4d2e,0.196,0.762,1.72,China,12,,,,,,14-09-2022,Dell Auto Parser,,,,,,,,,60,0.164383562
Dell,Latitude E5470,Workplace,Laptop,280,0.23,30.69,4,EU,18-Aug,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5470.pdf,e9af9967ee63f69ac0674157bbc102d4,0.1893,0.71,2.1,CN,14,,,,,,1/11/2020,Initial Parsing,,,,,,,,,70,0.191780822
Dell,Latitude E5570,Workplace,Laptop,240,0.174,19.83,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E5570.pdf,459fbbb4f1b9a19ae5b5a10a1b8111c6,0.1958,0.771,1.72,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,60,0.164383562
Dell,Latitude E7250,Workplace,Laptop,223,0.137,16.43,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7250.pdf,dc238cddddfb2b37a41fd2c59bbbfef1,0.2108,0.821,1.365,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,55.75,0.152739726
Dell,Latitude E7270,Workplace,Laptop,249,0.198,26.1,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7270.pdf,0d3cb54df769e541f4d9eba6074c0718,0.1888,0.789,1.54,CN,12,,,,,,1/11/2020,Initial Parsing,,,,,,,,,62.25,0.170547945
Dell,Latitude E7450,Workplace,Laptop,238,0.153,16.565,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7450.pdf,ee47959d0d081cbbdf8596f1a53673bd,0.2185,0.795,1.559,CN,14,,,,,,1/11/2020,Initial Parsing,,,,,,,,,59.5,0.163013699
Dell,Latitude E7470,Workplace,Laptop,261,0.19,17.91,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-latitude-E7470.pdf,8c318b3d89a286d64eaed37acc956b2b,0.2031,0.761,1.88,CN,14,,,,,,1/11/2020,Initial Parsing,,,,,,,,,65.25,0.178767123
Dell,Latitude Rugged 5420,Workplace,Laptop,352,0.135,22.54,4,EU,19-Nov,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-rugged-5420-pcf-datasheet.pdf,53486aa2957a2ef785d3ed833becba8d,0.202,0.822,2.3,China,14,,,,,,8/9/2022,Dell Auto Parser,,,,,,,,,88,0.24109589
Dell,Latitude Rugged 5424,Workplace,Laptop,361,0.138,22.54,4,EU,19-Sep,https://www.delltechnologies.com/asset/en-us/products/laptops-and-2-in-1s/technical-support/latitude-rugged-5424-pcf-datasheet.pdf,782ccf09124773e6fb40c335abee40c9,0.197,0.806,2.8,China,14,,,,,,8/9/2022,Dell Auto Parser,,,,,,,,,90.25,0.247260274
Dell,OptiPlex 3000 Micro Form Factor,Workplace,Desktop,249,0.215,26.54,4,EU,22-Feb,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/dell-optiplex-3000-micro-form-factor-pcf-datasheet.pdf,29644008b750f828ddcb2e6d803a04d8,0.229,0.753,1.094,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.027,0.005,,,,,,,62.25,0.170547945
Dell,OptiPlex 3000 Small Form Factor,Workplace,Desktop,342,0.321,54.94,4,EU,22-Feb,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/dell-optiplex-3000-small-form-factor-pcf-datasheet.pdf,8001e369b4ce0b294c45c328b59e6952,0.257,0.625,3.712,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.044,0.01,,,,,,,85.5,0.234246575
Dell,OptiPlex 3000 TC,Workplace,Desktop,208,0.216,22.27,4,EU,22-Feb,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/dell-optiplex-3000-tc-pcf-datasheet.pdf,a412ea14891330dd2fedb8a8daaa9ae5,0.245,0.748,0.935,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.03,0.006,,,,,,,52,0.142465753
Dell,OptiPlex 3000 Tower,Workplace,Desktop,485,0.437,105.19,4,EU,22-Feb,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/dell-optiplex-3000-tower-pcf-datasheet-pcf-datasheet.pdf,b9b79157b4a835e6d564d81253338d90,0.293,0.513,5.176,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.041,0.009,,,,,,,121.25,0.332191781
Dell,OptiPlex 3050 All-in-One Desktop,Workplace,Desktop,397,0.41,77.5,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3050.pdf,e4fddcc76ea1072a1e8e013e9129477a,0.1788,0.56,7.715,EU,20,,,,,,1/11/2020,Initial Parsing,,,,,,,,,99.25,0.271917808
Dell,OptiPlex 3050 Micro Form Factor,Workplace,Desktop,258,0.357,42.27,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3050-mff.pdf,ec1cbb4f0eea0bd23cf0ef7b7927ad8a,0.2171,0.593,2.82,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,64.5,0.176712329
Dell,OptiPlex 3050 Small Form Factor,Workplace,Desktop,419,0.46,90.2,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3050-sff.pdf,6ae3b5d87449339e8df1d5fb492d462e,0.1742,0.47,6.3,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,104.75,0.286986301
Dell,OptiPlex 3050 Tower,Workplace,Desktop,432,0.45,90.74,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3050-tower.pdf,62be3ee2c1e18e6c9a54206a95643988,0.1829,0.48,6.1,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,108,0.295890411
Dell,OptiPlex 3060 Micro Form Factor,Workplace,Desktop,244,0.32,35.6,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3060-mff.pdf,92a18e9ab4de6717d5d67ff3e661616b,0.2254,0.62,2.82,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,61,0.167123288
Dell,OptiPlex 3060 Small Form Factor,Workplace,Desktop,414,0.43,82.76,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3060-sff.pdf,2cb5e0011b6d967364e1ed3a2dda6fd8,0.1932,0.51,5.24,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,103.5,0.283561644
Dell,OptiPlex 3060 Tower,Workplace,Desktop,483,0.49,111.72,4,EU,18-Dec,https://i.dell.com/sites/csdocuments/CorpComm_Docs/en/carbon-footprint-optiplex-3060-tower.pdf,e0c41ff9994f78eab41c24342d51a9d1,0.1781,0.45,6.5,EU,,,,,,,1/11/2020,Initial Parsing,,,,,,,,,120.75,0.330821918
Dell,OptiPlex 3070 Micro Form Factor,Workplace,Desktop,273,0.277,36.18,4,EU,19-Jul,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/optiplex-3070-mff.pdf,4a1e5959e0c9b4709f1a1b248b2a8d0b,0.205,0.69,1.4,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.031,0.002,,,,,,,68.25,0.186986301
Dell,OptiPlex 3070 Small Form Factor,Workplace,Desktop,399,0.393,74.74,4,EU,19-Jul,https://www.delltechnologies.com/asset/en-us/products/desktops-and-all-in-ones/technical-support/optiplex-3070-sff.pdf,f3e683489fd3535f781174182f8b6c95,0.165,0.577,5.26,EU,0,,,,,,14-09-2022,Dell Auto Parser,0.025,0.005,,,,,,,99.75,0.273287671
